text_id,text_uri,title_ar,title_lat,author_id,ed_info,collection,tok_length,page_count,volumes,tags
Zaydiyya0000075BK22,0246QasimRassi.HijraLiZalimin.Zaydiyya0000075BK22-ara1,الهجر لالظالمين,al-Hiǧra li-al-Ẓālimīn,0246QasimRassi,,al-Shāmila al-Zaydiyya,10591,52,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK20,0246QasimRassi.ImamaQablCali.Zaydiyya0000075BK20-ara1,الامامة قبل علي بن أبي طالب,al-Imāmaŧ qabl ʿAlī b. Abī Ṭālib,0246QasimRassi,,al-Shāmila al-Zaydiyya,4436,19,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK21,0246QasimRassi.ImamatCali.Zaydiyya0000075BK21-ara1,امامة علي بن أبي طالب,Imāmaŧ ʿAlī b. Abī Ṭālib,0246QasimRassi,,al-Shāmila al-Zaydiyya,776,5,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK19,0246QasimRassi.ImamMuftaridTaca.Zaydiyya0000075BK19-ara1,الامام المفترض الطاعة,al-Imām al-muftariḍ al-ṭāʿaŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,1907,10,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000003,0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1,الكامل المنير في إثبات ولاية أمير المؤمنين(ع),Kamil Munir,0246QasimRassi,,al-Shāmila al-Zaydiyya,40739,203,1,_USUL
Zaydiyya0000408,0246QasimRassi.KitabFihiMasail.Zaydiyya0000408-ara1,كتاب فيه مسائل عن القاسم بن إبراهيم(ع),Kitab Fihi Masail,0246QasimRassi,(مؤسسة الإمام زيد بن علي(ع) الثقافية),al-Shāmila al-Zaydiyya,125960,494,1,Zaydiyya@للتنظيم :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK15,0246QasimRassi.MadihQuranKabir.Zaydiyya0000075BK15-ara1,مديح القرآن الكبير,Madīḥ al-Qurʾān al-kabīr,0246QasimRassi,,al-Shāmila al-Zaydiyya,4592,26,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK16,0246QasimRassi.MadihQuranSaghir.Zaydiyya0000075BK16-ara1,مديح القرآن الصغير,Madīḥ al-Qurʾān al-ṣaġīr,0246QasimRassi,,al-Shāmila al-Zaydiyya,1478,9,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK26,0246QasimRassi.MafahimIslamiyya.Zaydiyya0000075BK26-ara1,المفاهيم الاسلامية,al-Mafāhīm al-islāmiyyaŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,438,4,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK24,0246QasimRassi.Maknun.Zaydiyya0000075BK24-ara1,المكنون,al-Maknūn,0246QasimRassi,,al-Shāmila al-Zaydiyya,5812,37,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK32,0246QasimRassi.Masail.Zaydiyya0000075BK32-ara1,مسائل القاسم الرسي,Masāʾil al-Qāsim al-Rassī,0246QasimRassi,,al-Shāmila al-Zaydiyya,24041,94,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK6,0246QasimRassi.MasalaLiRajulayn.Zaydiyya0000075BK6-ara1,جواب مسألة لرجلين من أهل طبرستان,Jawāb masʾalaŧ li-raǧulayn min ahl Ṭabaristān,0246QasimRassi,,al-Shāmila al-Zaydiyya,1635,8,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK3,0246QasimRassi.MunazaraMacaMulhid.Zaydiyya0000075BK3-ara1,مناظر مع ملحد,Munāẓara Maʿa Mulḥid,0246QasimRassi,,al-Shāmila al-Zaydiyya,4764,23,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK8,0246QasimRassi.Mustarshid.Zaydiyya0000075BK8-ara1,المسترشد,al-Mustaršid,0246QasimRassi,,al-Shāmila al-Zaydiyya,9271,40,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK17,0246QasimRassi.NasikhWaMansukh.Zaydiyya0000075BK17-ara1,الناسخ والمنسوخ,al-Nāsiḫ wa-al-mansūḫ,0246QasimRassi,,al-Shāmila al-Zaydiyya,5254,28,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK23,0246QasimRassi.Qatl.Zaydiyya0000075BK23-ara1,القتل والقتال,al-Qatl wa-al-qitāl,0246QasimRassi,,al-Shāmila al-Zaydiyya,3051,16,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK12,0246QasimRassi.RaddCalaMujabbira.Zaydiyya0000075BK12-ara1,الرد على المجبرة,al-Radd ʿalá al-Muǧabbiraŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,3167,14,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK5,0246QasimRassi.RaddCalaNasara.Zaydiyya0000075BK5-ara1,الرد على النصارى,al-Radd ʿalá al-naṣārá,0246QasimRassi,,al-Shāmila al-Zaydiyya,9272,42,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK13,0246QasimRassi.RaddCalaRafida.Zaydiyya0000075BK13-ara1,الرد على الرافضة,al-Radd ʿalá al-Rāfiḍaŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,3405,16,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK14,0246QasimRassi.RaddCalaRawafid.Zaydiyya0000075BK14-ara1,الرد على الروافض من أهل الغلو,al-Radd ʿalá al-Rawāfiḍ min ahl al-ġuluww,0246QasimRassi,,al-Shāmila al-Zaydiyya,7104,32,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK4,0246QasimRassi.RaddCalaZindiq.Zaydiyya0000075BK4-ara1,الرد على الزنديق ابن المقفى,al-Radd ʿalá al-zindīq Ibn al-Muqaffá,0246QasimRassi,,al-Shāmila al-Zaydiyya,13801,59,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK31,0246QasimRassi.SalatYawmWaLayla.Zaydiyya0000075BK31-ara1,صلاة اليوم والليلة,Ṣalāŧ al-yawm wa-al-laylaŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,7286,36,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK25,0246QasimRassi.SiyasatNafs.Zaydiyya0000075BK25-ara1,سياست النفس,Siyāsat al-nafs,0246QasimRassi,,al-Shāmila al-Zaydiyya,6218,33,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK9,0246QasimRassi.TafsirCarshWaKursi.Zaydiyya0000075BK9-ara1,تفسير العرش والكرسي,Tafsīr al-ʿarš wa-al-kursī,0246QasimRassi,,al-Shāmila al-Zaydiyya,6129,27,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK29,0246QasimRassi.TafsirQuran.Zaydiyya0000075BK29-ara1,تفسير القرآن,Tafsīr al-Qurʾān,0246QasimRassi,,al-Shāmila al-Zaydiyya,13453,64,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK30,0246QasimRassi.Tahara.Zaydiyya0000075BK30-ara1,الطهار,al-Ṭahāra,0246QasimRassi,,al-Shāmila al-Zaydiyya,5973,29,2,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000075BK18,0246QasimRassi.TathbitImama.Zaydiyya0000075BK18-ara1,تثبيت الامامة,Taṯbīt al-Imāmaŧ,0246QasimRassi,,al-Shāmila al-Zaydiyya,5253,25,2,_CAQAID :: _SHICI :: _ZAYDIYYA
Zaydiyya0000075BK10,0246QasimRassi.UsulCadlWaTawhid.Zaydiyya0000075BK10-ara1,أصول العدل والتوحيد,Uṣūl al-ʿadl wa-al-tawḥīd,0246QasimRassi,,al-Shāmila al-Zaydiyya,883,5,1,Zaydiyya@مجاميع أئمة أهل البيت :: born@JaziratArab_RE :: born@MADINA_396E244N_S :: PRIMARY_VERSION :: CLEANED_VERSION
Zaydiyya0000049,0247AhmadIbnCisa.Amali.Zaydiyya0000049-ara1,أمالي الإمام أحمد بن عيسى,Amali,0247AhmadIbnCisa,,al-Shāmila al-Zaydiyya,168139,917,2,_HADITH
ShamAY0032915,0249AbuBishrTamimi.Tarikh.ShamAY0032915-ara1,تاريخ أبي بشر هارون بن حاتم التميمي - مخطوط :: تاريخ أبي بشر هارون بن حاتم التميمي - مخطوط ,Tarikh,0249AbuBishrTamimi,,al-Maktaba al-Shāmila AY,4909,45,1,_HADITH
JK003504,0249Azraqi.AkhbarMakka.JK003504-ara1.completed,أخبار مكة المشرفة,Aḫbār Makkaŧ al-Mušarrafaaŧ,0249Azraqi,http://www.worldcat.org/oclc/1103724126 :: رشدي الصالح ملحس :: بيروت :: 1996م- 1416هـ :: دار الأندلس للنشر,al-Jāmiʿ al-Kabīr,131665,622,2,_JUGHRAFIYA
Shamela0021676,0249CabdIbnHamid.MinCawaliMusnad.Shamela0021676-ara1,من عوالي مسند عبد بن حميد - مخطوط,Min Cawali Musnad,0249CabdIbnHamid,,al-Maktaba al-Shāmila,3378,22,1,_HADITH :: _MAKHTUTAT
JK000486,0249CabdIbnHamid.MuntakhabMinMusnad.JK000486-ara1,المنتخب من مسند عبد بن حميد :: مسند عبد بن حميد,Muntakhab Min Musnad,0249CabdIbnHamid,"صبحي البدري السامرائي , محمود محمد خليل الصعيدي :: القاهرة :: 1408 - 1988 :: مكتبة السنة",al-Jāmiʿ al-Kabīr,100797,437,1,_HADITH :: _MACAJIM :: _TARAJIM :: _SUNNI :: _MASANID
ShamAY0034628,0249IbnBarqiMuhammad.TamyizThiqat.ShamAY0034628-ara1,تمييز ثقات المحدثين وضعفائهم وأسمائهم وكناهم  :: تمييز ثقات المحدثين وضعفائهم وأسمائهم وكناهم لابن البرقي :: تمييز ثقات المحدثين وضعفائهم وأسمائهم وكناهم,Tamyiz Thiqat,0249IbnBarqiMuhammad,الأولى 1431 ه - 2010 م :: دار البشائر الإسلامية، ضمن سلسلة لقاء العشر الأواخر (147),al-Maktaba al-Shāmila AY,2717,39,1,_TARIKH :: _TARAJIM :: _TABAQAT
ShamIbadiyya0000784,0250AflahIbnCabdWahhab.Jawabat.ShamIbadiyya0000784-ara1,من جوابات الإمام أفلح بن عبد الوهاب تحقيق عمر فخار - ب تخرج,Jawabat,0250AflahIbnCabdWahhab,,al-Shāmila al-Ibāḍiyya,7937,36,1,_FIQH
GRAR000028,0250CabdMasihNacimi.SufistiqaLiAristutalis.GRAR000028-ara1,سوفسطيقا لأرسطوطاليس,Sūfisṭīqā li-Arisṭūṭālīs,0250CabdMasihNacimi,https://www.graeco-arabic-studies.org/single-text/text/badawi-83.html :: http://www.worldcat.org/oclc/4770825165,Graeco-Arabic Studies,15240,281,3,born@Sham_RE :: PRIMARY_VERSION :: CLEANED_VERSION
ShamAY0032745,0250IbnCatiyyaShami.Ahadith.ShamAY0032745-ara1,أحاديث مستخرجة من كتاب الخلافة لمحمد بن عطية الشامي - مخطوط  :: أحاديث مستخرجة من كتاب الخلافة لمحمد بن عطية الشامي - مخطوط :: أحاديث مستخرجة من كتاب الخلافة لمحمد بن عطية الشامي- مخطوط,Ahadith,0250IbnCatiyyaShami,,al-Maktaba al-Shāmila AY,1439,8,1,_HADITH
Shamela0007055,0250ThabitIbnAbiThabit.Farq.Shamela0007055-ara1,الفرق,Farq,0250ThabitIbnAbiThabit,حاتم الضامن :: مؤسسة الرسالة، بيروت - لبنان,al-Maktaba al-Shāmila,11107,87,1,_GHARIB :: _MACAJIM :: _MASAIL :: _MUSTALAHAT
JK009171,0251IbnMansurKawsaj.Masail.JK009171-ara1,مسائل الإمام أحمد بن حنبل وابن راهويه,Masail,0251IbnMansurKawsaj,خالد بن محمود الرباط - وئام الحوشي - د. جمعة فتحي :: الرياض / السعودية :: 1425 هـ -2004 م :: دار الهجرة,al-Jāmiʿ al-Kabīr,144570,1173,2,_HANBALI :: _FIQH
Shamela0000338,0251IbnZanjawayh.Amwal.Shamela0000338-ara1,الأموال لابن زنجويه,Amwal,0251IbnZanjawayh,شاكر ذيب فياض الأستاذ المساعد - بجامعة الملك سعود :: مركز الملك فيصل للبحوث والدراسات الإسلامية، السعودية,al-Maktaba al-Shāmila,160549,2246,3,_HADITH :: _MASAIL :: _FIQH
JK000606,0254MuammalIbnIhab.JuzMuammal.JK000606-ara1,جزء المؤمل :: جزء المؤمل بن إيهاب,Juz Muammal,0254MuammalIbnIhab,عماد بن فرة :: بريدة :: 1413 :: دار البخاري,al-Jāmiʿ al-Kabīr,2639,96,1,_HADITH :: _AJZA :: _TARAJIM :: _SUNNI
Shamela0007056,0255AbuHatimSijistani.Farq.Shamela0007056-ara1,الفرق,Farq,0255AbuHatimSijistani,حاتم صالح الضامن :: مجلة المجمع العلمي العراقي، المجلد 37، 1406 هـ - 1986 م,al-Maktaba al-Shāmila,3402,36,1,_GHARIB :: _MACAJIM :: _MASAIL :: _FIQH :: _MUSTALAHAT
JK010787,0255AbuHatimSijistani.FuhulatShucara.JK010787-ara1,فحولة الشعراء,Fuhulat Shucara,0255AbuHatimSijistani,,al-Jāmiʿ al-Kabīr,2484,6,1,_TARIKH :: _TARAJIM
JK010671,0255AbuHatimSijistani.Mucammarun.JK010671-ara1,المعمرون والوصايا,Mucammarun,0255AbuHatimSijistani,,al-Jāmiʿ al-Kabīr,29720,55,1,_AKHLAQ :: _MISC :: _BALAGHA :: _ADAB :: _SULUK
JK000842,0255CabdAllahDarimi.Sunan.JK000842-ara1,سنن الدارمي,Sunan,0255CabdAllahDarimi,"فواز أحمد زمرلي , خالد السبع العلمي :: بيروت :: 1407 :: دار الكتاب العربي",al-Jāmiʿ al-Kabīr,172969,1031,2,_HADITH
Shamela0026923,0255IbnAhmadQurtubi.Hajj.Shamela0026923-ara1,كتاب الحج من المسائل المتستخرجة من الأسمعة مما ليس في المدونة,Hajj,0255IbnAhmadQurtubi,ميكلوش موراني :: دار ابن حزم [طبع مع كتاب الحج لابن الماجشون],al-Maktaba al-Shāmila,9696,201,1,_HADITH :: _AJZA
JK010594,0255Jahiz.AmilWaMamul.JK010594-ara1,الآمل والمأمول,Amil Wa Mamul,0255Jahiz,,al-Jāmiʿ al-Kabīr,7242,14,1,_QISAS :: _TARAIF :: _BALAGHA :: _ADAB
Shamela0010428BK37,0255Jahiz.BalaghaWaIjaz.Shamela0010428BK37-ara1.mARkdown,رسائل الجاحظ,Balagha Wa Ijaz,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,211,4,4,_ADAB :: _BALAGHA
Shamela0010614,0255Jahiz.BayanWaTabyin.Shamela0010614-ara1.completed,البيان والتبيين,Bayan Wa Tabyin,0255Jahiz,1423 هـ :: دار ومكتبة الهلال، بيروت,al-Maktaba al-Shāmila,163001,843,3,_ADAB :: _BALAGHA
Shamela0010428BK18,0255Jahiz.Bighal.Shamela0010428BK18-ara1.mARkdown,كتاب البغال,kitāb al-baġāl,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,15296,166,2,_ADAB :: _BALAGHA
Shamela0010501,0255Jahiz.Bukhala.Shamela0010501-ara1.mARkdown,البخلاء,al-buḫlāʾ,0255Jahiz,http://www.worldcat.org/oclc/4770737016 :: دار ومكتبة الهلال، بيروت,al-Maktaba al-Shāmila,50705,294,1,_ADAB :: _BALAGHA
Shamela0010538,0255Jahiz.BursanWaCurjan.Shamela0010538-ara1.mARkdown,كتاب البرصان والعرجان والعميان والحلان,kitāb al-burṣān wa-l-ʿurǧān wa-l-ʿumyān wa-l-ḥulān,0255Jahiz,http://www.worldcat.org/oclc/26023670 :: دار الجيل، بيروت,al-Maktaba al-Shāmila,38842,545,1,_TARIKH :: _TARAJIM :: _TABAQAT
Shamela0010428BK11,0255Jahiz.CadawaWaHasad.Shamela0010428BK11-ara1.mARkdown,رسائل الجاحظ,Cadawa Wa Hasad,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,5026,39,1,_ADAB :: _BALAGHA
Shia003459BK1,0255Jahiz.Cuthmaniyya.Shia003459BK1-ara1.mARkdown,العثمانية,Cuthmaniyya,0255Jahiz,http://www.worldcat.org/oclc/985754555 :: تحقيق وشرح : عبد السلام محمد هارون,al-Shāmila al-Shīʿiyya,51543,279,1,_RUDUD :: _TARIKH :: _FARQ
Shamela0010428BK17,0255Jahiz.DhammAkhlaqKuttab.Shamela0010428BK17-ara1.mARkdown,رسائل الجاحظ,Dhamm Akhlaq Kuttab,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,2910,25,2,_ADAB :: _BALAGHA
Shamela0010709BK4,0255Jahiz.FadlHashim.Shamela0010709BK4-ara2.mARkdown,الرسائل السياسية,Fadl Hashim,0255Jahiz,http://www.worldcat.org/oclc/241398908 :: دار ومكتبة الهلال، بيروت,al-Maktaba al-Shāmila,13989,54,1,_ADAB :: _BALAGHA
Shamela0010428BK6,0255Jahiz.FakhrSudan.Shamela0010428BK6-ara1.mARkdown,رسائل الجاحظ,Fakhr Sudan,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,5937,52,1,_ADAB :: _BALAGHA
Shamela0010670BK10,0255Jahiz.Futya.Shamela0010670BK10-ara2.mARkdown,الرسائل الأدبية,Futya,0255Jahiz,http://www.worldcat.org/oclc/241363642 :: دار ومكتبة الهلال، بيروت,al-Maktaba al-Shāmila,1227,9,1,_ADAB :: _BALAGHA
Shamela0010709BK3,0255Jahiz.HakamaynWaTaswibCali.Shamela0010709BK3-ara2.mARkdown,الرسائل السياسية,Hakamayn Wa Taswib Cali,0255Jahiz,http://www.worldcat.org/oclc/241398908 :: دار ومكتبة الهلال، بيروت,al-Maktaba al-Shāmila,16998,63,1,_ADAB :: _BALAGHA
Shamela0010428BK19,0255Jahiz.HaninIlaAwtan.Shamela0010428BK19-ara1.mARkdown,الحنين الى الأوطان,al-Ḥanīn ilá al-awṭān,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,3148,32,2,_ADAB :: _BALAGHA
Shamela0010428BK20,0255Jahiz.HasidWaMahsud.Shamela0010428BK20-ara1.mARkdown,رسائل الجاحظ,Hasid Wa Mahsud,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,2158,22,3,_ADAB :: _BALAGHA
Shamela0023775,0255Jahiz.Hayawan.Shamela0023775-ara1.completed,الحيوان,Hayawan,0255Jahiz,http://www.worldcat.org/oclc/159939016 :: دار الكتب العلمية - بيروت,al-Maktaba al-Shāmila,340184,1688,7,_ADAB :: _BALAGHA
Shamela0010428BK14,0255Jahiz.Hijab.Shamela0010428BK14-ara1.mARkdown,رسالة الحجاب :: كتاب الحجاب، كتاب الحجاب وذمه,Risālaŧ al-Ḥijāb,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,6973,58,2,_ADAB :: _BALAGHA
Shamela0010428BK27,0255Jahiz.HujajNubuwwa.Shamela0010428BK27-ara1.mARkdown,رسائل الجاحظ,Hujaj Nubuwwa,0255Jahiz,http://www.worldcat.org/oclc/14187964 :: عبد السلام محمد هارون :: 1384 ه - 1964 م :: مكتبة الخانجي، القاهرة,al-Maktaba al-Shāmila,9116,61,3,_ADAB :: _BALAGHA
