text_id,text_uri,title_ar,title_lat,ed_info,collection,tok_length,volumes,page_count,author_id,tags
Zaydiyya0000052,0122ZaydIbnCali.Musnad.Zaydiyya0000052-ara1.mARkdown,مسند,Musnad,http://www.worldcat.org/oclc/745191363,al-Shāmila al-Zaydiyya,49563,1,453,0122ZaydIbnCali,_HADITH
Zaydiyya0000297,0122ZaydIbnCali.TafsirGharibQuran.Zaydiyya0000297-ara1,تفسير غريب القرآن للإمام زيد,Tafsir Gharib Quran,nan,al-Shāmila al-Zaydiyya,38533,1,204,0122ZaydIbnCali,_TAFSIR :: _QURAN :: _SHICI
JK000872,0124IbnShihabZuhri.TanzilQuran.JK000872-ara2,تنزيل القرآن,Tanzil Quran,د. صلاح الدين المنجد :: بيروت :: 1980 :: دار الكتاب الجديد,al-Jāmiʿ al-Kabīr,580,1,12,0124IbnShihabZuhri,_CULUM :: _TAFSIR :: _QURAN
JK007548,0125NabighaShaybani.Diwan.JK007548-ara1,ديوان النابغة الشيباني,Diwan,nan,al-Jāmiʿ al-Kabīr,10934,1,134,0125NabighaShaybani,_SHICR
JK007546,0125Tirimmah.Diwan.JK007546-ara1,ديوان الطرماح,Diwan,nan,al-Jāmiʿ al-Kabīr,12527,1,179,0125Tirimmah,_SHICR
Shia003659,0126KumaytIbnZaydAsadi.Rawda.Shia003659-ara1,الروضة المختارة (شرح القصائد الهاشميات),Rawda,nan,al-Shāmila al-Shīʿiyya,4847,1,78,0126KumaytIbnZaydAsadi,_SIRA :: _IMAM :: _NABI
Shamela0030310,0128IbnAbiHabibMisri.AhadithYazid.Shamela0030310-ara1,أحاديث يزيد بن أبي حبيب المصري,Ahadith Yazid,حمزة أحمد الزين :: 2004م :: دار الحديث - القاهرة,al-Maktaba al-Shāmila,5108,1,69,0128IbnAbiHabibMisri,_HADITH :: _AJZA
JK007554,0130CurwaIbnUdhayna.Diwan.JK007554-ara1,ديوان عروة بن أذينة,Diwan,nan,al-Jāmiʿ al-Kabīr,6829,1,115,0130CurwaIbnUdhayna,_SHICR :: _SHICR_UMAWI
JK007627,0130IbnBashirKhariji.Diwan.JK007627-ara1,ديوان محمد بن بشير الخارجي,Diwan,nan,al-Jāmiʿ al-Kabīr,2989,1,52,0130IbnBashirKhariji,_SHICR
Shamela0029699,0131ZubayrHamdani.NuskhatZubayr.Shamela0029699-ara1,نسخة الزبير بن عدي,Nuskhat Zubayr,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,3165,1,81,0131ZubayrHamdani,_HADITH :: _MAKHTUTAT
JK000489,0132HammamIbnMunabbih.Sahifa.JK000489-ara1,صحيفة همام بن منبه :: صحيفة همام,Sahifa,"علي حسن علي عبد الحميد :: بيروت , عمان :: 1407 - 1987 :: المكتب الإسلامي , دار عمار",al-Jāmiʿ al-Kabīr,4485,1,42,0132HammamIbnMunabbih,_HADITH :: _SUNNI
Shamela0007528BK2,0139IbnMuqaffac.AdabKabir.Shamela0007528BK2-ara2,كتاب الأدب الكبير,Kitāb al-Adab al-kabīr,دار صادر - بيروت,al-Maktaba al-Shāmila,9503,1,73,0139IbnMuqaffac,_AKHLAQ :: _MISC :: _SULUK
Hindawi094852947,0139IbnMuqaffac.DurraYatima.Hindawi094852947-ara1,الدرة اليتيمة,Durra Yatima,شكيب أرسلان,Hindāwī,8607,1,31,0139IbnMuqaffac,_ADAB :: _BALAGHA
LAL2022011101,0139IbnMuqaffac.KalilaWaDimna.LAL2022011101-ara2,كليلة ودمنة,Kalīlaŧ wa-Dimnaŧ,https://www.worldcat.org/nl/title/1302164357 :: مايكل فشبن :: Michael Fishbein :: New York University Press,Library of Arabic Lit.,52169,1,2,0139IbnMuqaffac,_ADAB :: _BALAGHA
Shamela0001342,0141MusaIbnCuqba.AhadithMinMaghazi.Shamela0001342-ara1,أحاديث منتخبة من مغازي موسى بن عقبة,Ahadith Min Maghazi,مشهور حسن سلمان :: مؤسسة الريان - دار ابن حزم,al-Maktaba al-Shāmila,1776,1,21,0141MusaIbnCuqba,_HADITH :: _AJZA
Masaha004555,0145MufaddalIbnCumarJucfi.Tawhid.Masaha004555-ara1,توحيد المفضل‏,Tawhid,كاظم‏ المظفر :: داوري‏,Masāḥa,22036,1,146,0145MufaddalIbnCumarJucfi,_HADITH
Shamela0026745,0146MajacaIbnZubayr.MinHadith.Shamela0026745-ara1,من حديث أبي عبيدة مجاعة بن الزبير العتكي البصري,Min Hadith,عامر حسن صبري :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء والكتب الحديثية (20)],al-Maktaba al-Shāmila,6040,1,110,0146MajacaIbnZubayr,_HADITH :: _AJZA
Shia002333,0148AbuHamzaThumali.Tafsir.Shia002333-ara1,تفسير أبي حمزة الثمالي,Tafsir,أعاد جمعه وتأليفه : عبد الرزاق محمد حسين حرز الدين / مراجعة وتقديم : الشيخ محمد هادي معرفة :: 1420 - 1378 ش,al-Shāmila al-Shīʿiyya,40346,1,272,0148AbuHamzaThumali,_TAFSIR :: _QURAN :: _SHICI
Shia001266,0148JacfarSadiq.MisbahSharica.Shia001266-ara1,مصباح الشريعة,Misbah Sharica,1400 - 1980 م,al-Shāmila al-Shīʿiyya,17194,1,202,0148JacfarSadiq,_HADITH :: _SHICI
Shamela0006387,0150AbuHanifa.FiqhAbsat.Shamela0006387-ara1.mARkdown,الفقه الأبسط,al-Fiqh al-Absaṭ,http://www.worldcat.org/oclc/4770195551 :: مكتبة الفرقان - الإمارات العربية,al-Maktaba al-Shāmila,4505,1,55,0150AbuHanifa,_CAQAID :: _MILAL
JK001085,0150AbuHanifa.FiqhAkbar.JK001085-ara1.mARkdown,الفقه الأكبر,al-Fiqh al-Akbar,http://www.worldcat.org/oclc/4770195551 :: الإمارات العربية :: 1419هـ - 1999م :: مكتبة الفرقان,al-Jāmiʿ al-Kabīr,1656,1,38,0150AbuHanifa,_CAQAID
Shamela0029120,0150AbuHanifa.Musnad.Shamela0029120-ara1,مسند أبي حنيفة رواية الحصكفي,Musnad,عبد الرحمن حسن محمود :: الآداب - مصر,al-Maktaba al-Shāmila,27282,1,546,0150AbuHanifa,_HADITH
ShamAY0035261,0150AbuHanifa.Wasiyya.ShamAY0035261-ara1,وصية الإمام الأعظم أبي حنيفة  :: وصية الإمام الأعظم ابي حنيفة :: وصية الإمام الأعظم أبي حنيفة,Wasiyya,الدكتور جميل عبد الله عويضة,al-Maktaba al-Shāmila AY,1296,1,11,0150AbuHanifa,_CAQAID
JK011476,0150IbnJurayj.Juz.JK011476-ara1,جزء ابن جريج,Juz,nan,al-Jāmiʿ al-Kabīr,4709,1,74,0150IbnJurayj,_HADITH :: _AJZA :: _TARAJIM
Tafsir02067,0150MuqatilIbnSulayman.TafsirMuqatil.Tafsir02067-ara1,مقاتل بن سليمان,Tafsir Muqatil,nan,al-Tafāsīr,345805,1,1280,0150MuqatilIbnSulayman,_CULUM :: _TAFSIR :: _QURAN :: _SUNNI
Sham19Y0017869,0150SalihIbnJinahLakhmi.AdabMurua.Sham19Y0017869-ara1,الأدب والمروءة,Adab Murua,"الأولى، 1412 ه - 1992 م :: دار الصحابة للتراث، طنطا - جمهورية مصر العربية",al-Maktaba al-Shāmila,3924,1,28,0150SalihIbnJinahLakhmi,_ADAB :: _BALAGHA
Shamela0009862,0151IbnIshaq.Sira.Shamela0009862-ara2.mARkdown,سيرة  ابن اسحاق,Sīraŧ  åbn Isḥāq,http://www.worldcat.org/oclc/165221953 :: سهيل زكار :: بيروت :: 1398 هـ /1978م :: دار الفكر,al-Maktaba al-Shāmila,70625,1,308,0151IbnIshaq,_SIRA :: _SHAMAIL :: _IMAM :: _NABI
JK000746,0151MacmarIbnRashid.Jamic.JK000746-ara1.completed,الجامع,Jamic,https://worldcat.org/en/title/43112425 :: حبيب الأعظمي (منشور كملحق بكتاب المصنف للصنعاني ج10) :: بيروت :: 1403 :: المكتب الإسلامي,al-Jāmiʿ al-Kabīr,85511,11,561,0151MacmarIbnRashid,_HADITH :: _FIQH :: _TARAJIM
JK011437,0156IbnAbiCuruba.Manasik.JK011437-ara1,المناسك لابن أبي عروبة,Manasik,nan,al-Jāmiʿ al-Kabīr,4282,1,172,0156IbnAbiCuruba,_HADITH :: _BUHUTH :: _AJZA :: _MASAIL :: _TARAJIM
Shia003665,0157AbuMikhnafAzdi.MaqtalHusayn.Shia003665-ara1,مقتل الحسين (ع),Maqtal Husayn,تعليق : حسين الغفاري,al-Shāmila al-Shīʿiyya,70280,1,395,0157AbuMikhnafAzdi,_SIRA :: _IMAM :: _NABI
Masaha003027,0157AbuMikhnafAzdi.WaqcatTaff.Masaha003027-ara1,وقعة الطف‏,Waqcat Taff,جماعة المدرسين‏,Masāḥa,26246,1,212,0157AbuMikhnafAzdi,_TARIKH :: _SHICI
Shamela0026488,0161SufyanThawri.Faraid.Shamela0026488-ara1,الفرائض للثوري,Faraid,دار العاصمة - الرياض,al-Maktaba al-Shāmila,2536,1,93,0161SufyanThawri,_HADITH :: _SUNNI
Shamela0026548,0161SufyanThawri.Hadith.Shamela0026548-ara1,من حديث الإمام سفيان بن سعيد الثوري,Hadith,عامر حسن صبري :: دار البشائر الإسلامية [ضمن سلسلة الأجزاء والكتب الحديثية (31)],al-Maktaba al-Shāmila,13824,1,324,0161SufyanThawri,_HADITH :: _AJZA
Tafsir02099,0161SufyanThawri.Tafsir.Tafsir02099-ara1,تفسير سفيان الثوري,Tafsir,nan,al-Tafāsīr,19603,1,72,0161SufyanThawri,_CULUM :: _TAFSIR :: _QURAN
Shamela0026922,0164MajishunMadani.Hajj.Shamela0026922-ara1,كتاب الحج من كتب عبد العزيز بن عبد الله بن أبي سلمة الماجشون,Hajj,ميكلوش موراني :: دار ابن حزم [طبع مع كتاب الحج مما ليس في المدونة للعتبي],al-Maktaba al-Shāmila,1744,1,19,0164MajishunMadani,_HADITH :: _AJZA
JK007613,0167BashsharIbnBurdShacir.Diwan.JK007613-ara1,ديوان بشار بن برد,Diwan,nan,al-Jāmiʿ al-Kabīr,67804,1,1126,0167BashsharIbnBurdShacir,_SHICR
Shamela0029701,0167SariIbnYahyaBasri.AhadithSari.Shamela0029701-ara1,أحاديث السري بن يحيى,Ahadith Sari,مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية,al-Maktaba al-Shāmila,8824,1,201,0167SariIbnYahyaBasri,_HADITH :: _MAKHTUTAT
JK000625,0168IbnTahman.Mashyakha.JK000625-ara1,مشيخة ابن طهمان,Mashyakha,nan,al-Jāmiʿ al-Kabīr,9991,1,183,0168IbnTahman,_HADITH :: _AJZA :: _TARAJIM
JK011034,0168MufaddalDabbi.AmthalCarab.JK011034-ara1,أمثال العرب,Amthal Carab,nan,al-Jāmiʿ al-Kabīr,25256,1,135,0168MufaddalDabbi,_BALAGHA :: _ADAB
Shamela0006904,0168MufaddalDabbi.Mufaddaliyyat.Shamela0006904-ara1.completed,المفضليات,Mufaddaliyyat,http://www.worldcat.org/oclc/1006317987 :: أحمد محمد شاكر و عبد السلام محمد هارون :: دار المعارف - القاهرة,al-Maktaba al-Shāmila,26126,1,409,0168MufaddalDabbi,_BALAGHA :: _ADAB :: _SHICR
JK006912,0170AbuZaydQurashi.JamharatAshcarCarab.JK006912-ara1,جمهرة أشعار العرب,Jamharat Ashcar Carab,عمر فاروق الطباع :: بيروت :: دار الأرقم,al-Jāmiʿ al-Kabīr,38207,1,289,0170AbuZaydQurashi,_BALAGHA :: _ADAB :: _SHICR
JK000930,0170KhalilFarahidi.Cayn.JK000930-ara1,العين :: كتاب العين 8 مجلدات,Cayn,د مهدي المخزومي / د إبراهيم السامرائي :: دار ومكتبة الهلال,al-Jāmiʿ al-Kabīr,352011,8,3207,0170KhalilFarahidi,_FIQH
JK001109,0170KhalilFarahidi.JumalFiNahw.JK001109-ara1,الجمل في النحو,Jumal Fi Nahw,د . فخر الدين قباوة :: 1416هـ 1995م,al-Jāmiʿ al-Kabīr,24541,1,280,0170KhalilFarahidi,_SARF :: _MAJMUCAT :: _NAHW
ShamIbadiyya0000155,0170RabicIbnHabibAzdi.JamicSahih.ShamIbadiyya0000155-ara1,الجامع الصحيح مسند الإمام الربيع بن حبيب :: الجامع الصحيح مسند الإمام الربيع بن حبيب  :: الجامع الصحيح مسند الربيع موافق للمطبوع,Jamic Sahih,"دار الفتح للطباعة والنشر، بيروت، ومكتبة الاستقامة، روي، مسقط- سلطنة عمان",al-Shāmila al-Ibāḍiyya,49823,1,267,0170RabicIbnHabibAzdi,_HADITH
ShamAY0037888,0173SayyidHimyari.Diwan.ShamAY0037888-ara1,ديوان السيد الحميري :: ديوان السيد الحميري ,Diwan,nan,al-Maktaba al-Shāmila AY,17877,1,308,0173SayyidHimyari,_SHICR
ArabCommAph052131856,0175Anonymous.SharhAfladhinushLiFusulAbuqrat.ArabCommAph052131856-ara1.completed,ترجمة شرح أفلاذيوس لكتاب فصول أبقراط,Sharh Afladhinush Li Fusul Abuqrat,nan,Arabic Hippocratic Aphorisms,11408,1,56,0175Anonymous,_TIBB
Shamela0009556,0175LaythIbnSacd.CasharatAhadith.Shamela0009556-ara1,عشرة أحاديث من الجزء المنتقى الأول والثاني من حديث الليث (مطبوع ضمن مجموع باسم الفوائد لابن منده!),Casharat Ahadith,"خلاف محمود عبد السميع :: دار الكتب العلمية، بيروت - لبنان",al-Maktaba al-Shāmila,772,1,4,0175LaythIbnSacd,_HADITH :: _AJZA
JK000492,0175LaythIbnSacd.Cawali.JK000492-ara1,عوالي الليث بن سعد,Cawali,nan,al-Jāmiʿ al-Kabīr,2287,1,41,0175LaythIbnSacd,_HADITH :: _AJZA :: _TARAJIM :: _CHRONOMULTIPLE
JK000863,0175LaythIbnSacd.MajlisMinFawaid.JK000863-ara1,مجلس من فوائد الليث بن سعد :: فوائد الليث بن سعد,Majlis Min Fawaid,محمد بن رزق الطرهوني :: الرياض :: 1407 - 1987 :: دار عالم الكتب للنشر والتوزيع,al-Jāmiʿ al-Kabīr,1385,1,28,0175LaythIbnSacd,_HADITH :: _MISC :: _AJZA :: _TARAJIM :: _FAWAID
Shamela0028107,0179MalikIbnAnas.Muwatta.Shamela0028107-ara1.completed,الموطأ,Muwatta,http://www.worldcat.org/oclc/1006303916 :: محمد مصطفى الأعظمي :: مؤسسة زايد بن سلطان آل نهيان للأعمال الخيرية والإنسانية - أبو ظبي - الإمارات,al-Maktaba al-Shāmila,238893,1,4575,0179MalikIbnAnas,_HADITH
ShamAY0034816,0179MalikIbnAnas.RisalaIlaHarun.ShamAY0034816-ara1,رسالة إمام دار الهجرة أبي عبد الله مالك بن أنس إلى هارون الرشيد :: رسالة إمام دار الهجرة مالك بن أنس إلى هارون الرشيد,Risala Ila Harun,nan,al-Maktaba al-Shāmila AY,7269,1,28,0179MalikIbnAnas,_ADAB :: _RIQAQ
JK007542,0180AbuShamaqmaq.Diwan.JK007542-ara1,ديوان أبو الشمقمق,Diwan,nan,al-Jāmiʿ al-Kabīr,2154,1,63,0180AbuShamaqmaq,_SHICR
Shamela0021544,0180IbnJacfarAnsari.HadithIsmacil.Shamela0021544-ara1,حديث علي بن حجر السعدي عن إسماعيل بن جعفر المدني,Hadith Ismacil,"عمر بن رفود بن رفيد السفياني :: مكتبة الرشد للنشر والتوزيع، الرياض - شركة الرياض للنشر والتوزيع",al-Maktaba al-Shāmila,25348,1,494,0180IbnJacfarAnsari,_HADITH :: _AJZA :: _TARAJIM
Shamela0023018,0180Sibawayhi.KitabSibawayhi.Shamela0023018-ara1.mARkdown,كتاب سيبويه,Kitāb Sībawayhi,"http://www.worldcat.org/oclc/4770914633 :: عبد السلام محمد هارون :: مكتبة الخانجي، القاهرة",al-Maktaba al-Shāmila,277570,4,1983,0180Sibawayhi,_SARF :: _MAJMUCAT :: _NAHW
ShamAY0033652,0181IbnMubarak.ArbacunHadithan.ShamAY0033652-ara1,الأربعون حديثا  :: الأربعون حديثا :: الأربعون حديثا لعبد الله بن المبارك,Arbacun Hadithan,"محمد سعيد بن محمد حسن أحمد بخاري :: الأولى، 2003 م :: مكتبة الرشد - الرياض",al-Maktaba al-Shāmila AY,987,1,19,0181IbnMubarak,_HADITH
JK007552,0181IbnMubarak.Diwan.JK007552-ara1,ديوان عبد الله بن المبارك,Diwan,nan,al-Jāmiʿ al-Kabīr,1128,1,38,0181IbnMubarak,_SHICR_UMAWI :: _SHICR
JK000549,0181IbnMubarak.Jihad.JK000549-ara1,الجهاد لابن المبارك,Jihad,تونس :: الدار التونسية,al-Jāmiʿ al-Kabīr,20865,1,161,0181IbnMubarak,_HADITH :: _USUL :: _AJZA :: _MASAIL :: _FIQH :: _TARAJIM :: _SUNNI
JK000568,0181IbnMubarak.Musnad.JK000568-ara1,مسند ابن المبارك :: مسند الإمام عبد الله بن المبارك,Musnad,صبحي البدري السامرائي :: الرياض :: 1407 :: مكتبة المعارف,al-Jāmiʿ al-Kabīr,19764,1,166,0181IbnMubarak,_HADITH :: _MACAJIM :: _AJZA :: _TARAJIM :: _MASANID
JK000055,0181IbnMubarak.Zuhd.JK000055-ara1,الزهد لابن المبارك :: الزهد,Zuhd,حبيب الرحمن الأعظمي :: بيروت :: دار الكتب العلمية,al-Jāmiʿ al-Kabīr,136770,2,696,0181IbnMubarak,_HADITH :: _AKHLAQ :: _AJZA
Shamela0012987,0182AbuYusufYacqub.Athar.Shamela0012987-ara1.mARkdown,كتاب الآثار,Kitāb al-āṯār,"http://www.worldcat.org/oclc/4771410217 :: دار الكتب العلمية, لبنان",al-Maktaba al-Shāmila,43513,1,1098,0182AbuYusufYacqub,_HADITH :: _HANAFI :: _FIQH
Shamela0096606,0182AbuYusufYacqub.IkhtilafAbiHanifa.Shamela0096606-ara1.mARkdown,اختلاف أبي حنيفة و ابن أبي ليلى,Iḫtilāf Abī Ḥanīfaŧ wa ibn Abī laylá,http://www.worldcat.org/oclc/235981792,al-Maktaba al-Shāmila,19198,1,213,0182AbuYusufYacqub,_HANAFI :: _FIQH
ShamAY0034334,0182AbuYusufYacqub.Kharaj.ShamAY0034334-ara1,الخراج  :: الخراج :: الخراج - المطبعة السلفية,Kharaj,الثالثة عام 1382ه :: المطبعة السلفية ومكتبتها القاهرة,al-Maktaba al-Shāmila AY,66096,1,216,0182AbuYusufYacqub,_SUALAT :: _CILAL
Shamela0007225,0182AbuYusufYacqub.RaddCalaSiyarAwzaci.Shamela0007225-ara1.mARkdown,الرد على سير الأوزاعي,al-Radd ʿalá siyar al-Awzāʿī,http://www.worldcat.org/oclc/4770451618,al-Maktaba al-Shāmila,12131,1,135,0182AbuYusufYacqub,_USUL :: _SIYASA :: _BUHUTH :: _HANAFI :: _MASAIL :: _FIQH
JK007561,0182MarwanIbnAbiHafsa.Diwan.JK007561-ara1,ديوان مروان ابن أبي حفصة,Diwan,nan,al-Jāmiʿ al-Kabīr,5735,1,108,0182MarwanIbnAbiHafsa,_SHICR_UMAWI :: _SHICR
Sham19Y0148540,0183AbuHayyaNumayri.Shicr.Sham19Y0148540-ara1,شعر أبي حية النميري,Shicr,منشورات وزارة الثقافة والارشاد القومي - دمشق 1975,al-Maktaba al-Shāmila,7623,1,167,0183AbuHayyaNumayri,_SHICR
Shamela0009412,0184AbuIshaqZuhri.JuzMinNuskha.Shamela0009412-ara1,جزء من نسخة إبراهيم بن سعد (مطبوع ضمن مجموع باسم الفوائد لابن منده!),Juz Min Nuskha,"خلاف محمود عبد السميع :: دار الكتب العلمية، بيروت - لبنان",al-Maktaba al-Shāmila,6067,1,24,0184AbuIshaqZuhri,_HADITH :: _AJZA
Shamela0029289,0185IbnCimranMawsili.Zuhd.Shamela0029289-ara1,الزهد للمعافى بن عمران الموصلي,Zuhd,الدكتور عامر حسن صبري :: دار البشائر الإسلامية - بيروت,al-Maktaba al-Shāmila,12193,1,277,0185IbnCimranMawsili,_ADHKAR :: _RAQAIQ :: _ADAB
Shamela0029344,0188IbnMuhammadFazari.Siyar.Shamela0029344-ara1,السير لأبي إسحاق الفزاري,Siyar,فاروق حمادة :: مؤسسة الرسالة - بيروت,al-Maktaba al-Shāmila,22197,1,303,0188IbnMuhammadFazari,_SHAMAIL :: _SIRA
Shamela0029986,0189IbnHamzaKisai.MushtabihatQuran.Shamela0029986-ara1,مشتبهات القرآن,Mushtabihat Quran,د. محمد محمد داود :: دار المنار للنشر والتوزيع,al-Maktaba al-Shāmila,10172,1,123,0189IbnHamzaKisai,_QURAN :: _QIRAAT :: _TAJWID
Sham19Y0014285,0189MuhammadShaybani.Asl.Sham19Y0014285-ara1.mARkdown,الأصل,al-ʾAṣl,http://www.worldcat.org/oclc/816828542,al-Maktaba al-Shāmila,1419398,12,6417,0189MuhammadShaybani,_HADITH :: _HANAFI :: _FIQH
JK011277,0189MuhammadShaybani.Athar.JK011277-ara1,الآثار لمحمد ابن الحسن,Athar,nan,al-Jāmiʿ al-Kabīr,14350,1,347,0189MuhammadShaybani,_HADITH :: _HANAFI :: _FIQH
Shamela0006161,0189MuhammadShaybani.HujjaCalaAhlMadina.Shamela0006161-ara1.mARkdown,الحجة على أهل المدينة,al-Ḥuǧǧaŧ ʿalá ahl al-Madīnaŧ,http://www.worldcat.org/oclc/4770871303,al-Maktaba al-Shāmila,126786,4,1849,0189MuhammadShaybani,_HADITH :: _HANAFI :: _FIQH
Shamela0006160,0189MuhammadShaybani.JamicSaghir.Shamela0006160-ara1.mARkdown,الجامع الصغير,al-Ǧāmiʿ al-ṣaġīr,http://www.worldcat.org/oclc/929737332,al-Maktaba al-Shāmila,34522,1,460,0189MuhammadShaybani,_HADITH :: _HANAFI :: _FIQH
JK000626,0189MuhammadShaybani.Kasb.JK000626-ara1,الكسب,Kasb,د. سهيل زكار :: دمشق :: 1400 :: عبد الهادي حرصوني,al-Jāmiʿ al-Kabīr,17783,1,96,0189MuhammadShaybani,_HANAFI :: _FIQH
Sham19Y0018264,0189MuhammadShaybani.MakharijFiHiyal.Sham19Y0018264-ara1,المخارج في الحيل,Makharij Fi Hiyal,بدون :: 1419 ه - 1999 م. :: مكتبة الثقافة الدينية - القاهرة.,al-Maktaba al-Shāmila,39093,1,137,0189MuhammadShaybani,_FIQH
JK000197,0189MuhammadShaybani.Siyar.JK000197-ara1,السير,Siyar,مجيد خدوري :: بيروت :: 1975 :: الدار المتحدة للنشر,al-Jāmiʿ al-Kabīr,31670,1,157,0189MuhammadShaybani,_SIYASA :: _HANAFI :: _FIQH
ShamAY0034215,0189MuhammadShaybani.SiyarSaghir.ShamAY0034215-ara1,السير الصغير :: السير الصغير - ت: محمود غازي :: السير الصغير ,Siyar Saghir,nan,al-Maktaba al-Shāmila AY,8351,1,34,0189MuhammadShaybani,_FIQH
Shamela0096602,0191IbnQasimMisri.MajalisIbnQasim.Shamela0096602-ara1,مجالس ابن القاسم التي سأل عنها مالكا رحمه الله,Majalis Ibn Qasim,مصطفى باحو,al-Maktaba al-Shāmila,6084,1,91,0191IbnQasimMisri,_MALIKI :: _FIQH
JK007582,0192IbnAhnaf.Diwan.JK007582-ara1,ديوان أبو الفضل بن الأحنف,Diwan,nan,al-Jāmiʿ al-Kabīr,15447,1,325,0192IbnAhnaf,_SHICR_CABBASI :: _SHICR
JK001416,0195IbnFudaylDabbi.Duca.JK001416-ara1,الدعاء لابن فضيل,Duca,د عبد العزيز بن سليمان بن إبراهيم البعيمي :: الرياض :: 1419هـ - 1999م :: مكتبة الرشد,al-Jāmiʿ al-Kabīr,10116,1,216,0195IbnFudaylDabbi,_HADITH :: _AKHLAQ :: _AJZA
JK010673,0195MuarrijSadusi.Amthal.JK010673-ara1,الأمثال للسدوسي,Amthal,nan,al-Jāmiʿ al-Kabīr,4595,1,11,0195MuarrijSadusi,_BALAGHA :: _ADAB :: _AMTHAL
Shamela0000496,0195MuarrijSadusi.HadhfMinNasabQuraysh.Shamela0000496-ara1.mARkdown,حذف من نسب قريش :: نسب قريش,ḥaḏf min nasab qurayš,http://www.worldcat.org/oclc/15214745,al-Maktaba al-Shāmila,8918,1,95,0195MuarrijSadusi,_BULDAN :: _ANSAB :: _TARIKH
JK007007,0197IbnWahbQurashi.JamicFiHadith.JK007007-ara1,الجامع في الحديث,Jamic Fi Hadith,د . مصطفى حسن حسين أبو الخير :: السعودية :: 1996م :: دار ابن الجوزي,al-Jāmiʿ al-Kabīr,31400,2,763,0197IbnWahbQurashi,_HADITH :: _TARAJIM :: _SUNAN
Shamela0030173,0197IbnWahbQurashi.MuharabaMinMuwattaIbnWahb.Shamela0030173-ara1,كتاب المحاربة من موطأ ابن وهب,Muharaba Min Muwatta Ibn Wahb,دار الغرب - بيروت,al-Maktaba al-Shāmila,11179,1,28,0197IbnWahbQurashi,_HADITH :: _AJZA
